@type,accessLevel,accrualPeriodicity,bureauCode_0,conformsTo,contactPoint_@type,contactPoint_fn,contactPoint_hasEmail,dataQuality,describedBy,describedByType,description,distribution_0_description,distribution_0_downloadURL,distribution_0_format,distribution_0_mediaType,distribution_0_title,distribution_0_conformsTo,distribution_0_describedBy,distribution_0_describedByType,distribution_1_description,distribution_1_downloadURL,distribution_1_format,distribution_1_mediaType,distribution_1_title,distribution_1_conformsTo,distribution_1_describedBy,distribution_1_describedByType,distribution_1_accessURL,distribution_2_conformsTo,distribution_2_describedBy,distribution_2_describedByType,distribution_2_description,distribution_2_downloadURL,distribution_2_format,distribution_2_mediaType,distribution_2_title,distribution_2_accessURL,distribution_3_description,distribution_3_downloadURL,distribution_3_format,distribution_3_mediaType,distribution_3_title,distribution_3_accessURL,identifier,isPartOf,issued,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,keyword_21,keyword_22,keyword_23,keyword_24,keyword_25,keyword_26,keyword_27,keyword_28,keyword_29,keyword_30,keyword_31,keyword_32,keyword_33,keyword_34,keyword_35,keyword_36,landingPage,language,license,modified,primaryITInvestmentUII,programCode_0,publisher_name,references_0,references_1,references_2,references_3,rights,spatial,systemOfRecords,temporal,theme_0,title
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for February 2020.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2076,US-GOV-SSA-1548,,2020,Administrative Law Judge,ALJ,Dispositions,February,FOIA,Freedom Of Information,Hearing Offices,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-03-19,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-02-28,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - February 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for February 2020.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_February_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_February_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2077,US-GOV-SSA-1393,,2020,Average Number of Days,Average Processing Time,Disposition,February,FOIA,Freedom Of Information,Hearing Office,Hearing Request,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_February_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-03-19,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_February_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-02-28,,Hearing Office Average Processing Time Ranking Report - February 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A listing by hearing office of the number of hearings held either in-person or by video conferencing. Report for February 2020.,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_February_Hearings_Held_InPerson_Video_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_February_Hearings_Held_InPerson_Video_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2078,US-GOV-SSA-1395,,2020,February,FOIA,Freedom Of Information,Hearing Offices,Hearings,Hearings and Appeals,In-Person,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,Video Conference,Video Hearings,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_February_Hearings_Held_InPerson_Video_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-03-19,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_February_Hearings_Held_InPerson_Video_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-02-28,,Hearings Held In-Person or Via Video Conferencing Report - February 2020
dcat:Dataset,restricted public,R/P1D,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Tool developed to apply machine learning technologies to increase the efficiency and accuracy of the disability determination process by transforming text-based medical records to data enabling enhanced visualizations that support advanced data analytics, and automated decision support.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2079,,,Disability,Document Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/data/Restricted-Public-Licensing-Information.html,R/P1D,,016:000,Social Security Administration,,,,,The data contained in this data exchange is restricted due to sensitivity and/or privacy issues.  If you would like more information on a data exchange with SSA please visit the following web site https://www.ssa.gov/dataexchange/.,,,,,Intelligent Medical-Language Analysis Generation
dcat:Dataset,non-public,R/P1D,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,"Utilizes natural language processing (NLP) and machine learning (ML) to analyze disability texts (hearing decisions, Appeal Council Decisions) to provide decision support to adjudicators that will improve the timeliness, quality, and consistency of disability decisions. Insight creates a wealth of previously unavailable structured data on the content and quality of our disability hearing decisions, which in turn can power other applied technologies such as predictive and fraud detection models as well as advanced policy and workload analytics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2080,,,Decision Analysis,Disability,Hearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.usa.gov/government-copyright,R/P1D,,016:000,Social Security Administration,,,,,"The publishing of the data asset cannot be done due to one or more of the following reasons: contains personal identifying information, contains federal tax information, contains sensitive information, or a data assessment has not been completed.",,,,,INSIGHT
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A presentation of the average time (in months) from the hearing request date until a hearing is held for claims closed in the Office of Hearings Operations (OHO) hearing offices. Report for March 2020.,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_March_NetStat_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_March_NetStat_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2081,US-GOV-SSA-1394,,2020,Average Wait Time,FOIA,Freedom Of Information,Hearing,Hearing Center,Hearing Office,Hearing Wait Time,March,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-10,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_March_NetStat_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2020-02-29/2020-03-27,,Average Wait Time Until Hearing Held Report - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A presentation of four key workload indicators (pending, receipts, dispositions and average processing time) for each hearing office in the Office of Hearings Operations (OHO). Report for March 2020.",,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_March_HO_Workload_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_March_HO_Workload_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2082,US-GOV-SSA-1392,,2020,Average Processing Time,Cases,Dispositions,FOIA,Freedom Of Information,Hearing,Hearing Office,March,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Pending,Receipts,Social Security,Social Security Administration,SSA,Workload,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_March_HO_Workload_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-10,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_March_HO_Workload_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-03-27,,Hearing Office Workload Data - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A listing of hearings completion data by name of individual administrative law judges (ALJ) for all ALJs in the Office of Hearings Operations (OHO). The data includes hearing office name, total dispositions, decisions, allowances, denials, and fully favorable or partially favorable decisions. Report for March 2020.",,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_March_ALJ_Disposition_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_March_ALJ_Disposition_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2083,US-GOV-SSA-1199,,2020,Administrative Law Judge,ALJ,Allowances,Decisions,Denials,Dispositions,FOIA,Freedom Of Information,Hearing Office,Hearings,March,ODAR Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_March_ALJ_Disposition_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-10,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_March_ALJ_Disposition_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-03-27,,ALJ Disposition Data - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for March 2020.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_March_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_March_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2084,US-GOV-SSA-1548,,2020,Administrative Law Judge,ALJ,Dispositions,FOIA,Freedom Of Information,Hearing Offices,March,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_March_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-10,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_March_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-03-27,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for March 2020.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_March_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_March_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2085,US-GOV-SSA-1393,,2020,Average Number of Days,Average Processing Time,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,March,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_March_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-10,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_March_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-03-27,,Hearing Office Average Processing Time Ranking Report - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A listing by hearing office of the number of hearings held either in-person or by video conferencing. Report for March 2020.,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_March_Hearings_Held_InPerson_Video_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_March_Hearings_Held_InPerson_Video_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2086,US-GOV-SSA-1395,,2020,FOIA,Freedom Of Information,Hearing Offices,Hearings,Hearings and Appeals,In-Person,March,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,Video Conference,Video Hearings,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_March_Hearings_Held_InPerson_Video_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-10,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_March_Hearings_Held_InPerson_Video_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-03-27,,Hearings Held In-Person or Via Video Conferencing Report - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for February 2020.,,https://www.ssa.gov/work/documents/TicketTracker/February%202020%20Summary%20and%20Assignment%20Report%20-%20Final%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2087,,,2020,February,Office of Retirement and Disability Policy,Return to Work,Social Security,Social Security Administration,Social Security Disability Benefits,SSA,Ticket to Work Program,Vocational Rehabilitational Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-06-26,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,2020-02-01/2020-02-29,,Ticket to Work Monthly Report - February 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for March 2020.,,https://www.ssa.gov/work/documents/TicketTracker/March%202020%20Summary%20and%20Assignment%20Report%20-%20Final%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2088,,,2020,March,Office of Retirement and Disability Policy,Return to Work,Social Security,Social Security Administration,Social Security Disability Benefits,SSA,Ticket to Work Program,Vocational Rehabilitational Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-04-23,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,2020-03-01/2020-03-31,,Ticket to Work Monthly Report - March 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A presentation of the average time (in months) from the hearing request date until a hearing is held for claims closed in the Office of Hearings Operations (OHO) hearing offices. Report for April 2020.,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_April_NetStat_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_April_NetStat_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2089,US-GOV-SSA-1394,,2020,April,Average Wait Time,FOIA,Freedom Of Information,Hearing,Hearing Center,Hearing Office,Hearing Wait Time,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-05-06,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_April_NetStat_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2020-03-28/2020-04-24,,Average Wait Time Until Hearing Held Report - April 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A presentation of four key workload indicators (pending, receipts, dispositions and average processing time) for each hearing office in the Office of Hearings Operations (OHO). Report for April 2020.",,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_April_HO_Workload_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_April_HO_Workload_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2090,US-GOV-SSA-1392,,2020,April,Average Processing Time,Cases,Dispositions,FOIA,Freedom Of Information,Hearing,Hearing Office,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Pending,Receipts,Social Security,Social Security Administration,SSA,Workload,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_April_HO_Workload_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-05-06,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_April_HO_Workload_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-04-24,,Hearing Office Workload Data - April 2020
